"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-18","ausgezeichnet",1.07775240045604,133.275220517423,12.0640005473423
28,"Grunewaldturm","2019-07-18","ausgezeichnet",1.51048958230357,150.822539661596,15.3898455185098
