"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-06-28","ausgezeichnet",1.73787035982288,197.099000264564,18.3729088446256
28,"Grunewaldturm","2019-06-28","ausgezeichnet",1.56394273237105,154.58382637482,15.8534321059666
