"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-29","ausgezeichnet",1.19083976336249,143.219260745611,13.1283499475359
28,"Grunewaldturm","2019-07-29","ausgezeichnet",1.02067170325949,103.337591525268,10.5794345381808
