"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-06","ausgezeichnet",1.59204932678825,181.196811246714,16.8868456417201
28,"Grunewaldturm","2019-07-06","ausgezeichnet",1.48603686817057,148.501751410919,15.2125229599246
