"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-17","ausgezeichnet",1.16164299088901,140.964650052125,12.8414293847414
28,"Grunewaldturm","2019-07-17","ausgezeichnet",1.77054704754649,180.343139811107,18.1466226863552
