"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-06-23","ausgezeichnet",2.56535335221471,281.689097071802,26.907695079051
28,"Grunewaldturm","2019-06-23","ausgezeichnet",2.25293421274587,215.324025591258,22.7148703560848
