"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-07","ausgezeichnet",2.03117110661833,240.929583551822,22.3833971445613
28,"Grunewaldturm","2019-07-07","ausgezeichnet",4.27313898603761,401.668385903772,42.5289022547162
