"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-11","ausgezeichnet",1.7025712983267,190.830434523733,17.8428378493523
28,"Grunewaldturm","2019-07-11","ausgezeichnet",1.89551918051652,189.782463333957,19.4015358852937
