"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-03","ausgezeichnet",1.69271233970929,192.736322409769,18.1699313718058
28,"Grunewaldturm","2019-07-03","ausgezeichnet",1.93386667199364,198.61379474113,20.1531218597796
