"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-06-17","ausgezeichnet",1.72957010537062,201.681174119955,18.9619948113282
28,"Grunewaldturm","2019-06-17","ausgezeichnet",3.04938681074314,379.829584016921,34.9534542303564
