"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-06-22","ausgezeichnet",2.78057268236286,303.692758323632,28.8475539006468
28,"Grunewaldturm","2019-06-22","ausgezeichnet",2.37282147243988,234.078493077981,23.9725191698847
