"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-27","ausgezeichnet",1.2723503965854,150.339778994677,13.8261900687618
28,"Grunewaldturm","2019-07-27","ausgezeichnet",1.30759994100397,130.73349308122,13.435129067291
