"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-06-24","ausgezeichnet",1.82737965437564,202.522195089965,19.5286040930928
28,"Grunewaldturm","2019-06-24","ausgezeichnet",1.95342900183242,189.694068750926,20.013126638129
