"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-24","ausgezeichnet",4.02206765419035,464.314556066118,43.4438879849449
28,"Grunewaldturm","2019-07-24","ausgezeichnet",3.0028925139313,330.858338120862,31.7704136725615
