"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-22","ausgezeichnet",2.95618512901235,429.851498136217,35.4143712830386
28,"Grunewaldturm","2019-07-22","gut",9.31506272177541,905.809397743755,93.9385391049574
