"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-07-14","ausgezeichnet",3.25130609474387,369.685166715487,34.8134042048135
28,"Grunewaldturm","2019-07-14","ausgezeichnet",3.52839474615207,358.677080348997,36.4637390233863
