"id","badname","Datum","Vorhersage","P2.5","P97.5","P50"
36,"kleine Badewiese","2019-06-30","ausgezeichnet",1.38936577275243,162.430286530235,14.9668688015808
28,"Grunewaldturm","2019-06-30","ausgezeichnet",1.02518532503565,103.502962937472,10.6113330140002
