date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-25,130,15,15,17.5,0,300,130,15,<15,"17,50",,<300,B910,gruen,1,1
2018-05-25,100,15,45,22.3,0,300,100,15,45,"22,30",,<300,B910,gruen,1,1
2018-06-08,200,61,15,23.7,0,300,200,61,<15,"23,7",,<300,B910,gruen,1,1
2018-06-22,120,30,15,20.6,0,300,120,30,<15,"20,6",,<300,B910,gruen,1,1
2018-07-06,90,30,46,22.1,0,360,90,30,46,"22,1",,360,B910,gruen,1,1
2018-07-20,80,15,15,24.2,0,300,80,15,<15,"24,2",,<300,B910,gruen,1,1
2018-08-03,70,197,15,27.3,0,360,70,197,15,"27,3",,360,B910,gruen,1,1
2018-08-17,90,30,15,24.6,0,300,90,30,15,"24,6",,<300,B910,gruen,1,1
2018-08-30,120,46,15,20.4,0,300,120,46,<15,"20,4",,<300,B910,gruen,1,1
2018-09-13,80,476,197,19.6,0,360,80,476,197,"19,6",,360,B910,gruen,1,1
2019-04-17,200,61,15,12,0,300,>200,61,<15,12,,<300,B910,gruen,1,1
2019-05-15,150,61,15,13.6,0,300,150,61,<15,"13,6",,<300,B910,gruen,1,1
2019-05-29,150,15,15,17.1,0,300,150,<15,<15,"17,1",,<300,B910,gelb,3,3
2019-06-13,100,268,125,22.5,0,910,100,268,125,"22,5",,910,B910,gruen,1,1
2019-06-27,100,15,15,24.2,0,300,100,<15,15,"24,2",,<300,B910,gruen,1,1
2019-07-10,80,15,15,19.4,0,360,80,<15,<15,"19,4",,360,B910,gruen,1,1
2019-07-25,110,15,15,24.9,0,360,110,<15,<15,"24,9",,360,B910,gruen,1,1
