date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-26,100,15,15,15.4,0,9300,>100,15,15,"15,40",,9300,B314,gruen,1,1
2018-05-23,100,15,15,20.1,0,300,>100,15,<15,"20,10",,<300,B314,gruen,1,1
2018-06-07,300,61,15,22.1,0,300,>300,61,<15,"22,1",,<300,B314,gruen,1,1
2018-06-21,150,872,61,24.8,0,910,>150,872,61,"24,8",,910,B314,gruen,1,1
2018-07-05,180,77,30,23.1,0,300,180,77,30,"23,1",,<300,B314,gruen,1,1
2018-07-19,300,46,30,23,0,300,>300,46,30,23,,<300,B314,gruen,1,1
2018-08-02,200,46,15,26.1,0,300,200,46,<15,"26,1",,<300,B314,gruen,1,1
2018-08-16,110,15,15,23.1,0,360,110,<15,<15,"23,1",,360,B314,gruen,1,1
2018-08-29,200,15,15,20.4,0,300,>200,<15,<15,"20,4",,<300,B314,gruen,1,1
2018-09-12,300,46,15,20.8,0,300,>300,46,<15,"20,8",,<300,B314,gruen,1,1
2019-04-16,150,15,15,11.9,0,300,>150,<15,<15,"11,9",,<300,B314,gruen,1,1
2019-05-16,100,15,15,12.3,,300,>100,15,<15,"12,3",A,<300,B314,gruen_a,1,1
2019-05-27,150,15,15,17.4,0,300,150,<15,<15,"17,4",,<300,B314,gruen,1,1
2019-06-12,100,194,127,24.5,0,910,>100,194,127,"24,5",,910,B314,gruen,1,1
2019-06-24,180,46,15,24.4,0,300,180,46,15,"24,4",,<300,B314,gruen,1,1
2019-07-08,250,15,15,20.3,0,300,250,<15,15,"20,3",,<300,B314,gruen,1,1
2019-07-22,240,15,15,22.5,0,300,240,15,<15,"22,5",,<300,B314,gruen,1,1
