date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-14,140,15,15,20,0,300,140,<15,15,"20,00",,<300,B226,gruen,1,1
2018-05-28,110,15,15,22.8,0,300,110,<15,<15,"22,80",,<300,B226,gruen,1,1
2018-06-11,100,15,15,24.3,0,300,100,<15,<15,"24,3",,<300,B226,gruen,1,1
2018-06-25,100,15,15,20.3,0,300,100,<15,<15,"20,3",,<300,B226,gruen,1,1
2018-07-09,80,15,15,22.4,0,300,80,<15,<15,"22,4",,<300,B226,gruen,1,1
2018-07-23,70,15,15,24.5,,300,70,<15,<15,"24,5",A,<300,B226,gruen_a,1,1
2018-08-06,50,15,15,26.7,,2300,50,<15,<15,"26,7",A,2300,B226,gruen_a,1,1
2018-08-20,60,15,30,24.1,,300,60,15,30,"24,1",A,<300,B226,gruen_a,1,1
2018-09-04,70,15,15,22,,300,70,<15,15,22,A,<300,B226,gruen_a,1,1
2019-04-23,80,15,15,13.6,0,300,80,<15,<15,"13,6",,<300,B226,gruen,1,1
2019-05-20,160,15,15,17.8,0,300,160,<15,<15,"17,8",,<300,B226,gruen,1,1
2019-06-05,110,15,15,24.5,0,300,110,<15,<15,"24,5",,<300,B226,gruen,1,1
2019-06-17,110,15,15,24.6,0,300,110,<15,<15,"24,6",,<300,B226,gruen,1,1
2019-07-01,110,15,15,25.2,0,300,110,<15,15,"25,2",,<300,B226,gruen,1,1
2019-07-15,90,15,15,20.4,0,300,90,<15,<15,"20,4",,<300,B226,gruen,1,1
2019-07-29,120,15,15,26.1,0,1400,120,<15,<15,"26,1",,1400,B226,gruen,1,1
