date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-14,300,15,15,18.5,0,300,>300,<15,<15,"18,50",,<300,B116,gruen,1,1
2018-05-28,140,15,15,21.3,0,300,140,<15,<15,"21,30",,<300,B116,gruen,1,1
2018-06-11,120,15,15,24,0,300,120,<15,<15,24,,<300,B116,gruen,1,1
2018-06-25,250,15,15,18.9,0,300,250,<15,<15,"18,9",,<300,B116,gruen,1,1
2018-07-09,270,15,15,22.1,0,300,270,<15,<15,"22,1",,<300,B116,gruen,1,1
2018-07-23,100,15,15,23.9,,300,100,<15,<15,"23,9",A,<300,B116,gruen_a,1,1
2018-08-06,60,15,30,25.6,,360,60,<15,30,"25,6",A,360,B116,gruen_a,1,1
2018-08-20,60,15,15,24.3,,300,60,<15,15,"24,3",A,<300,B116,gruen_a,1,1
2018-09-04,100,15,15,20.4,0,300,100,<15,<15,"20,4",,<300,B116,gruen,1,1
2019-04-23,250,15,15,11.8,0,300,250,<15,<15,"11,8",,<300,B116,gruen,1,1
2019-05-20,190,15,15,15.8,0,300,190,15,<15,"15,8",,<300,B116,gruen,1,1
2019-06-05,140,15,15,23.2,0,360,140,<15,<15,"23,2",,360,B116,gruen,1,1
2019-06-17,110,15,15,23.3,0,300,110,<15,<15,"23,3",,<300,B116,gruen,1,1
2019-07-01,150,15,15,25,0,300,150,<15,<15,25,,<300,B116,gruen,1,1
2019-07-15,130,15,15,19.9,0,300,130,<15,<15,"19,9",,<300,B116,gruen,1,1
2019-07-29,210,15,15,24.4,0,300,210,<15,<15,"24,4",,<300,B116,gruen,1,1
