date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-26,160,15,15,13.5,0,300,>160,15,15,"13,50",,<300,B311,gruen,1,1
2018-05-23,80,15,15,20,0,300,80,15,<15,"20,00",,<300,B311,gruen,1,1
2018-06-07,170,15,15,23.7,0,300,170,<15,15,"23,7",,<300,B311,gruen,1,1
2018-06-21,150,15,15,24,0,300,150,<15,15,24,,<300,B311,gruen,1,1
2018-07-19,150,15,15,23.6,0,300,150,<15,<15,"23,6",,<300,B311,gruen,1,1
2018-08-02,110,15,15,26.3,0,300,110,<15,<15,"26,3",,<300,B311,gruen,1,1
2018-08-16,120,15,15,23,0,360,120,<15,<15,23,,360,B311,gruen,1,1
2018-08-29,200,15,15,20.9,0,300,200,<15,<15,"20,9",,<300,B311,gruen,1,1
2018-09-12,130,15,15,20.4,0,360,130,<15,<15,"20,4",,360,B311,gruen,1,1
2019-04-16,190,15,15,9.9,0,300,>190,<15,<15,"9,9",,<300,B311,gruen,1,1
2019-05-13,200,15,15,15.8,0,300,>200,<15,<15,"15,8",,<300,B311,gruen,1,1
2019-05-16,180,15,15,13.3,,300,>180,<15,<15,"13,3",A,<300,B311,gruen_a,1,1
2019-05-27,200,15,15,17.6,0,300,200,15,<15,"17,6",,<300,B311,gruen,1,1
2019-06-12,190,179,77,24.2,0,360,>190,179,77,"24,2",,360,B311,gruen,1,1
2019-06-24,150,15,15,24.2,0,300,150,<15,<15,"24,2",,<300,B311,gruen,1,1
2019-07-08,260,15,15,20,0,300,260,<15,<15,20,,<300,B311,gruen,1,1
2019-07-22,180,15,15,22.9,0,300,180,<15,<15,"22,9",,<300,B311,gruen,1,1
