date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-19,120,15,15,14.2,0,300,>120,<15,<15,"14,20",,<300,B312,gruen,1,1
2018-05-18,100,15,15,18.5,0,300,100,<15,15,"18,50",,<300,B312,gruen,1,1
2018-06-01,120,15,15,23.7,0,360,120,15,<15,"23,7",,360,B312,gruen,1,1
2018-06-13,140,15,15,21.9,0,300,140,<15,<15,"21,9",,<300,B312,gruen,1,1
2018-06-21,150,872,61,24.8,0,910,>150,872,61,"24,8",,910,B312,gruen,1,1
2018-06-29,180,15,15,21.4,0,300,180,<15,<15,"21,4",,<300,B312,gruen,1,1
2018-07-13,100,15,15,20.7,0,300,100,<15,15,"20,7",,<300,B312,gruen,1,1
2018-07-27,120,15,15,26.3,0,360,120,15,<15,"26,3",,360,B312,gruen,1,1
2018-08-08,150,110,15,25.5,0,360,150,110,15,"25,5",,360,B312,gruen,1,1
2018-08-24,100,161,15,22.7,0,360,100,161,<15,"22,7",,360,B312,gruen,1,1
2018-09-03,150,110,15,20.5,0,360,>150,110,<15,"20,5",,360,B312,gruen,1,1
2019-04-16,120,15,15,8.9,0,300,>120,<15,<15,"8,9",,<300,B312,gruen,1,1
2019-05-13,100,15,15,15.5,0,300,>100,<15,<15,"15,5",,<300,B312,gruen,1,1
2019-05-16,100,15,15,12,,300,>100,<15,<15,12,A,<300,B312,gruen_a,1,1
2019-05-27,180,15,15,17.7,0,300,180,<15,15,"17,7",,<300,B312,gruen,1,1
2019-06-12,120,375,442,23.8,0,910,>120,375,442,"23,8",,910,B312,gruen,1,1
2019-06-24,250,15,15,24.3,0,300,250,15,<15,"24,3",,<300,B312,gruen,1,1
2019-07-08,150,15,15,19.8,0,300,150,<15,<15,"19,8",,<300,B312,gruen,1,1
2019-07-22,220,15,15,22.4,0,360,>220,<15,<15,"22,4",,360,B312,gruen,1,1
