date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-26,100,15,15,14.1,0,910,>100,15,<15,"14,10",,910,B309,gruen,1,1
2018-05-23,100,15,15,19.7,0,360,>100,<15,<15,"19,70",,360,B309,gruen,1,1
2018-06-07,200,15,15,23.4,0,300,200,<15,15,"23,4",,<300,B309,gruen,1,1
2018-06-21,150,375,15,24.4,0,360,>150,375,<15,"24,4",,360,B309,gruen,1,1
2018-07-05,180,15,15,23,0,300,180,15,<15,23,,<300,B309,gruen,1,1
2018-07-19,300,15,15,23.1,0,300,>300,<15,<15,"23,1",,<300,B309,gruen,1,1
2018-08-02,200,15,15,26.1,0,300,200,15,<15,"26,1",,<300,B309,gruen,1,1
2018-08-16,90,15,15,22.8,0,300,90,<15,<15,"22,8",,<300,B309,gruen,1,1
2018-08-29,200,15,15,20.2,0,300,200,15,<15,"20,2",,<300,B309,gruen,1,1
2018-09-12,300,94,249,20.6,0,300,300,94,249,"20,6",,<300,B309,gruen,1,1
2019-04-16,150,15,15,11.7,0,300,>150,15,<15,"11,7",,<300,B309,gruen,1,1
2019-05-16,100,15,15,12.4,,300,>100,<15,15,"12,4",A,<300,B309,gruen_a,1,1
2019-05-27,200,46,94,17.6,0,300,200,46,94,"17,6",,<300,B309,gruen,1,1
2019-06-12,100,1567,434,25.2,0,4300,>100,1567,434,"25,2",,4300,B309,gruen,1,1
2019-06-24,150,30,15,24,0,300,150,30,<15,24,,<300,B309,gruen,1,1
2019-07-08,260,15,15,20.1,0,300,260,15,<15,"20,1",,<300,B309,gruen,1,1
2019-07-22,180,15,15,22.6,0,300,180,<15,<15,"22,6",,<300,B309,gruen,1,1
