date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-16,200,312,30,19.7,0,300,>200,312,30,"19,70",,<300,B961,gruen,1,1
2018-05-30,350,15,15,24.2,0,300,>350,15,<15,"24,2",,<300,B961,gruen,1,1
2018-06-15,350,213,61,23.1,0,730,>350,213,61,"23,1",,730,B961,gruen,1,1
2018-06-27,350,15,46,21,0,300,>350,<15,46,21,,<300,B961,gruen,1,1
2018-07-12,300,161,179,21,0,360,>300,161,179,21,,360,B961,gruen,1,1
2018-07-25,350,77,15,25.8,0,300,>350,77,<15,"25,8",,<300,B961,gruen,1,1
2018-08-09,300,30,30,27.2,0,300,>300,30,30,"27,2",,<300,B961,gruen,1,1
2018-08-22,300,15,15,23.1,0,360,>300,<15,<15,"23,1",,360,B961,gruen,1,1
2018-09-06,350,15,15,20.5,0,300,>350,<15,<15,"20,5",,<300,B961,gruen,1,1
2019-04-24,380,46,30,14.8,0,300,>380,46,30,"14,8",,<300,B961,gruen,1,1
2019-05-22,200,270,15,16.5,0,360,200,270,15,"16,5",,360,B961,gruen,1,1
2019-06-06,200,30,15,24.4,0,300,>200,30,15,"24,4",,<300,B961,gelb,3,3
2019-06-17,400,15,15,25,0,300,400,15,<15,25,,<300,B961,gruen,1,1
2019-07-03,170,15,15,23,0,360,170,15,15,23,,360,B961,gruen,1,1
2019-07-17,100,15,15,19.7,0,360,>100,<15,15,"19,7",,360,B961,gruen,1,1
2019-08-01,100,179,861,23.9,0,300,100,179,861,"23,9",,<300,B961,gruen,1,1
