date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-16,100,126,15,21,0,720,>100,126,<15,"21,00",,720,B329,gruen,1,1
2018-05-24,60,30,15,21.2,0,300,60,30,<15,"21,20",,<300,B329,gruen,1,1
2018-05-30,100,30,15,24.5,0,730,100,30,<15,"24,50",,730,B329,gruen,1,1
2018-06-06,100,125,46,23.1,0,2300,100,125,46,"23,1",,2300,B329,gruen,1,1
2018-06-15,120,476,215,23.5,0,2300,120,476,215,"23,5",,2300,B329,gruen,1,1
2018-06-19,80,15,15,23.4,0,300,80,<15,15,"23,4",,<300,B329,gruen_prog,11,11
2018-06-27,120,77,15,21.6,0,4300,120,77,<15,"21,6",,4300,B329,gruen,1,1
2018-07-04,140,15,15,22.2,0,300,140,<15,<15,"22,2",,<300,B329,gruen,1,1
2018-07-12,100,45,368,21,0,360,100,45,368,21,,360,B329,gruen,1,1
2018-07-17,90,61,15,24.3,0,300,90,61,<15,"24,3",,300,B329,gruen,1,1
2018-07-25,130,46,15,26.9,0,2300,130,46,15,"26,9",,2300,B329,gruen,1,1
2018-08-01,130,15,15,26.9,0,300,130,<15,<15,"26,9",,<300,B329,gruen,1,1
2018-08-09,60,77,15,27.3,0,300,60,77,<15,"27,3",,<300,B329,gruen,1,1
2018-08-14,60,15,15,24.1,0,300,60,<15,<15,"24,1",,<300,B329,gruen,1,1
2018-08-22,150,30,15,24.3,0,2300,>150,30,15,"24,3",,2300,B329,gruen,1,1
2018-08-28,60,15,15,21.5,0,24000,60,<15,<15,"21,5",,24000,B329,gelb,3,3
2018-09-04,100,15,15,20.9,0,300,>100,15,15,"20,9",,<300,B329,gruen,1,1
2018-09-06,30,15,15,21.4,,300,30,<15,<15,"21,4",A,<300,B329,gelb_a,3,3
2018-09-11,70,15,15,20.8,0,4300,70,15,<15,"20,8",,4300,B329,gruen,1,1
2019-04-24,140,15,15,14.5,0,300,140,<15,<15,"14,5",,<300,B329,gruen,1,1
2019-05-14,80,30,15,14.7,0,300,80,30,<15,"14,7",,<300,B329,gruen,1,1
2019-05-22,100,6581,194,16.9,0,24000,100,6581,194,"16,9",,24000,B329,gruen,1,1
2019-05-28,170,15,15,18.2,0,300,170,<15,<15,"18,2",,<300,B329,gruen,1,1
2019-06-06,100,77,15,25.8,0,300,100,77,<15,"25,8",,<300,B329,gruen,1,1
2019-06-12,100,110,15,24.9,0,360,100,110,<15,"24,9",,360,B329,gruen,1,1
2019-06-25,130,15,15,24.9,0,360,130,<15,<15,"24,9",,360,B329,gruen,1,1
2019-07-03,70,350,61,24,0,300,70,350,61,24,,<300,B329,gruen,1,1
2019-07-09,90,15,15,20.6,0,360,90,<15,<15,"20,6",,360,B329,gruen,1,1
2019-07-17,90,1327,179,21,0,2300,90,1327,179,21,,2300,B329,gruen,1,1
2019-07-24,120,15,15,25.3,0,300,120,<15,<15,"25,3",,<300,B329,gruen,1,1
2019-08-01,100,683,15,23.3,0,2300,100,683,<15,"23,3",,2300,B329,gruen,1,1
