date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-15,160,15,15,21.4,0,300,160,<15,15,"21,40",,<300,B922,gruen,1,1
2018-05-29,100,15,15,25.5,0,360,100,<15,15,"25,50",,360,B922,gruen,1,1
2018-06-12,80,77,15,22.6,0,300,80,77,<15,"22,6",,<300,B922,gruen,1,1
2018-06-26,120,15,61,18.8,0,360,120,<15,61,"18,8",,360,B922,gruen,1,1
2018-07-10,110,61,15,20.9,0,300,110,61,<15,"20,9",,<300,B922,gruen,1,1
2018-07-24,150,30,15,25.1,0,300,150,30,<15,"25,1",,<300,B922,gruen,1,1
2018-08-07,50,15,15,26.3,,300,50,15,15,"26,3",A,<300,B922,gruen_a,1,1
2018-08-21,100,30,15,22.6,,300,100,30,<15,"22,6",A,<300,B922,gruen_a,1,1
2018-09-05,130,46,15,20.7,0,360,130,46,<15,"20,7",,360,B922,gruen,1,1
2019-04-25,110,15,15,17.7,0,300,110,<15,15,"17,7",,<300,B922,gruen,1,1
2019-05-15,150,15,15,14.6,0,300,150,15,<15,"14,6",,<300,B922,gruen,1,1
2019-05-29,170,15,15,18.3,0,300,170,<15,<15,"18,3",,<300,B922,gruen,1,1
2019-06-13,170,15,15,24.7,0,300,170,15,<15,"24,7",,<300,B922,gruen,1,1
2019-06-27,150,30,15,24.9,0,300,150,30,<15,"24,9",,<300,B922,gruen,1,1
2019-07-10,160,15,15,19.6,0,300,160,15,<15,"19,6",,<300,B922,gruen,1,1
2019-07-25,150,30,15,26.5,0,300,150,30,<15,"26,5",,<300,B922,gruen,1,1
