date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-14,350,15,15,19.7,0,300,350,<15,<15,"19,70",,<300,B220,gruen,1,1
2018-05-28,130,15,15,22.3,0,300,130,15,<15,"22,30",,<300,B220,gruen,1,1
2018-06-11,110,15,15,24,0,300,110,<15,<15,24,,<300,B220,gruen,1,1
2018-06-25,150,15,15,19.6,0,300,150,<15,15,"19,6",,<300,B220,gruen,1,1
2018-07-09,110,15,15,22.9,0,300,110,<15,<15,"22,9",,<300,B220,gruen,1,1
2018-07-23,80,15,15,24.3,0,300,80,<15,<15,"24,3",,<300,B220,gruen,1,1
2018-08-06,60,15,15,25.9,,2900,60,<15,<15,"25,9",A,2900,B220,gruen_a,1,1
2018-08-20,40,15,45,24.2,,300,40,<15,45,"24,2",A,<300,B220,gruen_a,1,1
2018-09-04,60,15,15,20.8,,300,60,<15,<15,"20,8",A,<300,B220,gruen_a,1,1
2019-04-23,140,15,15,13.2,0,300,140,<15,<15,"13,2",,<300,B220,gruen,1,1
2019-05-20,230,15,15,17.9,0,300,230,<15,<15,"17,9",,<300,B220,gruen,1,1
2019-06-05,120,15,15,24.5,0,300,120,<15,<15,"24,5",,<300,B220,gruen,1,1
2019-06-17,90,15,15,24.7,0,300,90,<15,<15,"24,7",,<300,B220,gruen,1,1
2019-07-01,80,15,15,25.7,0,300,80,15,<15,"25,7",,<300,B220,gruen,1,1
2019-07-15,100,15,15,20.9,0,300,100,<15,<15,"20,9",,<300,B220,gruen,1,1
2019-07-29,180,15,15,25.8,0,300,180,<15,<15,"25,8",,<300,B220,gruen,1,1
