date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-15,160,15,15,21.2,0,360,160,15,<15,"21,20",,360,B926,gruen,1,1
2018-05-29,120,46,15,24.8,0,300,120,46,<15,"24,80",,<300,B926,gruen,1,1
2018-06-12,300,30,15,22.2,0,300,300,30,15,"22,2",,<300,B926,gruen,1,1
2018-06-26,160,30,15,20.4,0,300,160,30,<15,"20,4",,<300,B926,gruen,1,1
2018-07-10,180,15,15,22.5,0,300,180,<15,15,"22,5",,<300,B926,gruen,1,1
2018-07-24,160,480,15,25.3,0,300,160,480,15,"25,3",,<300,B926,gruen,1,1
2018-08-07,100,15,15,26.5,0,300,100,15,<15,"26,5",,<300,B926,gruen,1,1
2018-08-21,130,46,30,23.7,0,2300,130,46,30,"23,7",,2300,B926,gruen,1,1
2018-09-05,160,46,15,21.3,0,300,160,46,15,"21,3",,<300,B926,gruen,1,1
2019-04-25,400,15,15,20.5,0,300,400,<15,<15,"20,5",,<300,B926,gruen,1,1
2019-05-23,200,15,15,18.3,0,300,200,<15,<15,"18,3",,<300,B926,gruen,1,1
2019-05-29,200,61,15,20.2,0,300,200,61,15,"20,2",,<300,B926,gruen,1,1
2019-06-13,100,30,15,23.6,0,300,100,30,15,"23,6",,<300,B926,gruen,1,1
2019-06-27,150,110,15,25.1,0,300,150,110,15,"25,1",,<300,B926,gruen,1,1
2019-07-10,100,15,127,20,0,300,100,<15,127,20,,<300,B926,gruen,1,1
2019-07-25,150,15,15,25,0,300,150,<15,<15,25,,<300,B926,gruen,1,1
