date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-14,160,15,15,20.3,0,300,160,<15,<15,"20,30",,<300,B227,gruen,1,1
2018-05-28,110,15,15,23.5,0,300,110,<15,<15,"23,50",,<300,B227,gruen,1,1
2018-06-11,100,15,30,24.3,0,300,100,<15,30,"24,3",,<300,B227,gruen,1,1
2018-06-25,100,15,15,20.1,0,300,100,<15,<15,"20,1",,<300,B227,gruen,1,1
2018-07-09,90,15,15,22,0,300,90,<15,<15,22,,<300,B227,gruen,1,1
2018-07-23,70,15,15,24.5,,300,70,<15,<15,"24,5",A,<300,B227,gruen_a,1,1
2018-08-06,40,15,46,26.9,,2300,40,<15,46,"26,9",A,2300,B227,gruen_a,1,1
2018-08-20,60,15,30,23.9,,300,60,<15,30,"23,9",A,<300,B227,gruen_a,1,1
2018-09-04,60,15,15,21.4,,300,60,15,15,"21,4",A,<300,B227,gruen_a,1,1
2019-04-23,80,15,15,13.7,0,300,80,<15,<15,"13,7",,<300,B227,gruen,1,1
2019-05-20,180,15,15,17.5,0,300,180,<15,15,"17,5",,<300,B227,gruen,1,1
2019-06-05,120,15,15,24.6,0,300,120,<15,<15,"24,6",,<300,B227,gruen,1,1
2019-06-17,130,15,15,24.9,0,300,130,<15,<15,"24,9",,<300,B227,gruen,1,1
2019-07-01,130,15,15,24.7,0,360,130,15,<15,"24,7",,360,B227,gruen,1,1
2019-07-15,90,15,15,20.2,0,300,90,<15,<15,"20,2",,<300,B227,gruen,1,1
2019-07-29,120,15,15,26.6,0,9300,120,<15,<15,"26,6",,9300,B227,gruen,1,1
