date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-14,120,15,15,19.9,0,300,120,<15,<15,"19,90",,<300,B105,gruen,1,1
2018-05-28,80,15,15,22.7,0,300,80,<15,<15,"22,70",,<300,B105,gruen,1,1
2018-06-11,100,15,15,24,0,300,100,<15,<15,24,,<300,B105,gruen,1,1
2018-06-25,90,15,30,18.6,0,300,90,<15,30,"18,6",,<300,B105,gruen,1,1
2018-07-09,140,15,15,22.5,0,300,140,<15,15,"22,5",,<300,B105,gruen,1,1
2018-07-23,100,15,15,23.7,0,300,100,15,<15,"23,7",,<300,B105,gruen,1,1
2018-08-06,80,15,30,25.5,0,300,80,<15,30,"25,5",,<300,B105,gruen,1,1
2018-08-20,70,15,15,23.7,,300,70,<15,<15,"23,7",A,300,B105,gruen_a,1,1
2018-09-04,120,15,15,20.2,0,300,120,<15,<15,"20,2",,<300,B105,gruen,1,1
2019-04-23,80,15,15,14,0,300,80,15,<15,14,,<300,B105,gruen,1,1
2019-05-20,150,15,15,17.9,0,300,150,15,<15,"17,9",,<300,B105,gruen,1,1
2019-06-05,100,15,15,25.2,0,300,100,15,<15,"25,2",,<300,B105,gruen,1,1
2019-06-17,100,15,15,24.5,0,300,100,<15,<15,"24,5",,<300,B105,gruen,1,1
2019-07-01,70,15,15,25,0,300,70,<15,<15,25,,<300,B105,gruen,1,1
2019-07-15,80,15,15,20.1,0,300,80,<15,<15,"20,1",,<300,B105,gruen,1,1
2019-07-29,100,15,15,25.6,0,9300,100,<15,<15,"25,6",,9300,B105,gruen,1,1
