date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-25,125,15,15,17.3,0,300,125,15,<15,"17,30",,<300,B911,gruen,1,1
2018-05-25,120,15,15,22.3,0,300,120,15,<15,"22,30",,<300,B911,gruen,1,1
2018-06-08,180,15,30,23.7,0,360,180,<15,30,"23,7",,360,B911,gruen,1,1
2018-06-22,200,15,15,20.3,0,300,200,15,<15,"20,3",,<300,B911,gruen,1,1
2018-07-06,130,177,15,21.8,0,300,130,177,<15,"21,8",,<300,B911,gruen,1,1
2018-07-20,180,46,15,24.2,0,300,180,46,<15,"24,2",,<300,B911,gruen,1,1
2018-08-03,160,15,15,27.2,0,300,160,15,15,"27,2",,<300,B911,gruen,1,1
2018-08-17,210,61,46,24.5,0,300,210,61,46,"24,5",,<300,B911,gruen,1,1
2018-08-30,220,15,30,19.9,0,300,220,<15,30,"19,9",,<300,B911,gruen,1,1
2018-09-13,100,126,15,18.6,0,300,100,126,<15,"18,6",,<300,B911,gruen,1,1
2019-04-17,160,15,15,12.1,0,300,160,<15,<15,"12,1",,<300,B911,gruen,1,1
2019-05-15,150,15,15,14.6,0,300,150,<15,<15,"14,6",,<300,B911,gruen,1,1
2019-05-29,100,15,30,18.1,0,300,>100,<15,30,"18,1",,<300,B911,gruen,1,1
2019-06-13,100,30,30,23.5,0,300,100,30,30,"23,5",,<300,B911,gruen,1,1
2019-06-27,80,15,15,22.7,0,300,80,15,<15,"22,7",,<300,B911,gruen,1,1
2019-07-10,100,15,30,18.8,0,300,100,<15,30,"18,8",,<300,B911,gruen,1,1
2019-07-25,150,30,15,24.7,0,300,150,30,<15,"24,7",,<300,B911,gruen,1,1
