date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-19,250,15,15,17.4,0,300,250,<15,<15,"17,40",,<300,B955,gruen,1,1
2018-05-17,230,46,15,19.7,0,300,230,46,<15,"19,70",,<300,B955,gruen,1,1
2018-05-31,100,30,15,24.3,0,300,100,30,<15,"24,3",,<300,B955,gruen,1,1
2018-06-14,180,15,15,21.9,0,300,180,<15,<15,"21,9",,<300,B955,gruen,1,1
2018-06-28,300,30,15,21,0,300,300,30,15,21,,<300,B955,gruen,1,1
2018-07-13,90,15,15,21.3,0,300,90,15,<15,"21,3",,<300,B955,gruen,1,1
2018-07-26,120,15,15,25.4,0,300,120,<15,15,"25,4",,<300,B955,gruen,1,1
2018-08-10,200,46,15,25.4,0,910,>200,46,15,"25,4",,910,B955,gruen,1,1
2018-08-23,150,15,15,23.7,0,300,150,<15,<15,"23,7",,<300,B955,gruen,1,1
2018-09-07,50,15,15,21,0,300,50,<15,<15,21,,<300,B955,gruen,1,1
2019-04-18,100,15,15,11,0,300,<100,<15,<15,11,,<300,B955,gruen,1,1
2019-05-17,80,15,15,14.1,0,300,>80,<15,<15,"14,1",,<300,B955,gruen,1,1
2019-05-29,160,292,3306,18,0,300,160,292,3306,18,,<300,B955,gelb,3,3
2019-06-04,150,15,15,24.6,0,910,>150,15,<15,"24,6",,910,B955,gruen,1,1
2019-06-14,150,127,46,23.2,0,300,150,127,46,"23,2",,<300,B955,gruen,1,1
2019-06-26,130,15,15,27.6,0,360,130,<15,<15,"27,6",,360,B955,gruen,1,1
2019-07-11,150,30,30,21.7,0,300,150,30,30,"21,7",,<300,B955,gruen,1,1
2019-07-23,180,15,15,23.1,0,300,180,<15,15,"23,1",,<300,B955,gruen,1,1
