date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-05-14,170,15,15,20.6,0,300,170,<15,<15,"20,60",,<300,B112,gruen,1,1
2018-05-28,100,15,15,23.1,0,300,100,<15,<15,"23,10",,<300,B112,gruen,1,1
2018-06-11,120,30,15,24.2,0,300,120,30,<15,"24,2",,<300,B112,gruen,1,1
2018-06-25,120,15,15,18.9,0,300,120,<15,<15,"18,9",,<300,B112,gruen,1,1
2018-07-09,180,15,15,22.5,0,300,180,15,<15,"22,5",,<300,B112,gruen,1,1
2018-07-23,220,15,15,24,0,300,220,15,<15,24,,<300,B112,gruen,1,1
2018-08-06,100,15,15,26.1,0,300,100,<15,<15,"26,1",,<300,B112,gruen,1,1
2018-08-20,110,15,15,24,0,300,110,15,<15,24,,<300,B112,gruen,1,1
2018-09-04,130,15,15,20.7,0,300,130,15,<15,"20,7",,<300,B112,gruen,1,1
2019-04-23,140,15,15,13.8,0,300,140,<15,<15,"13,8",,<300,B112,gruen,1,1
2019-05-20,250,30,15,17.8,0,300,250,30,<15,"17,8",,<300,B112,gruen,1,1
2019-06-05,140,15,15,24.6,0,300,140,15,<15,"24,6",,<300,B112,gruen,1,1
2019-06-17,110,30,15,24.4,0,300,110,30,<15,"24,4",,<300,B112,gruen,1,1
2019-07-01,90,15,15,25.4,0,360,90,15,15,"25,4",,360,B112,gruen,1,1
2019-07-15,130,30,15,20.1,0,300,130,30,<15,"20,1",,<300,B112,gruen,1,1
2019-07-29,150,15,15,25.4,0,360,150,<15,<15,"25,4",,360,B112,gruen,1,1
