date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2017-09-13,200,15,45,17.6,0,360,>200,<15,45,"17,60",,360,B910,gruen,1,1
