date,sicht,eco,ente,temp,algen,cb,sicht_txt,eco_txt,ente_txt,temp_txt,algen_txt,cb_txt,bsl,state,wasserqualitaet,wasserqualitaet_txt
2018-04-19,120,15,15,14.2,0,300,>120,<15,<15,"14,20",,<300,B312,gruen,1,1
2018-05-18,100,15,15,18.5,0,300,100,<15,15,"18,50",,<300,B312,gruen,1,1
2018-06-01,120,15,15,23.7,0,360,120,15,<15,"23,7",,360,B312,gruen,1,1
2018-06-13,140,15,15,21.9,0,300,140,<15,<15,"21,9",,<300,B312,gruen,1,1
2018-06-21,150,872,61,24.8,0,910,>150,872,61,"24,8",,910,B312,gruen,1,1
2018-06-29,180,15,15,21.4,0,300,180,<15,<15,"21,4",,<300,B312,gruen,1,1
2018-09-03,150,110,15,20.5,0,360,>150,110,<15,"20,5",,360,B312,gruen,1,1
